Primary_Accession_No,Generic_Name,Target_Num,Entry_Num,preg_risk_cat,pfam_id
DB00285,Venlafaxine,1,1,C,PF00209
DB00285,Venlafaxine,1,2,C,PF03491
DB00285,Venlafaxine,2,1,C,PF00209
DB00285,Venlafaxine,3,1,C,PF00001
DB00285,Venlafaxine,4,1,C,PF00001
DB00285,Venlafaxine,5,1,C,PF00001
DB00764,Mometasone,1,1,C,PF00104
DB00764,Mometasone,1,2,C,PF00105
DB00764,Mometasone,1,3,C,PF02155
DB00764,Mometasone,2,1,C,PF00191
DB01196,Estramustine,1,1,X,PF00104
DB01196,Estramustine,1,2,X,PF00105
DB01196,Estramustine,2,1,X,PF00104
DB01196,Estramustine,2,2,X,PF00105
DB01196,Estramustine,2,3,X,PF02159
DB01196,Estramustine,3,1,X,PF00005
DB01196,Estramustine,3,2,X,PF00664
DB01196,Estramustine,4,1,X,PF00418
DB01196,Estramustine,4,2,X,PF08377
DB00593,Ethosuximide,1,1,C,PF00520
DB00029,Anistreplase,10,1,C,PF00191
DB00029,Anistreplase,11,1,C,PF00053
DB00029,Anistreplase,11,2,C,PF00055
DB00029,Anistreplase,12,1,C,PF00052
DB00029,Anistreplase,12,2,C,PF00053
DB00029,Anistreplase,12,3,C,PF00055
DB00029,Anistreplase,13,1,C,PF00052
DB00029,Anistreplase,13,2,C,PF00053
DB00029,Anistreplase,13,3,C,PF00054
DB00029,Anistreplase,13,4,C,PF00055
DB00029,Anistreplase,13,5,C,PF02210
DB00029,Anistreplase,13,6,C,PF06008
DB00029,Anistreplase,13,7,C,PF06009
DB00029,Anistreplase,14,1,C,PF00262
DB00029,Anistreplase,15,1,C,PF00262
DB00029,Anistreplase,16,1,C,PF00008
DB00029,Anistreplase,16,2,C,PF00057
DB00029,Anistreplase,16,3,C,PF00058
DB00029,Anistreplase,16,4,C,PF07645
DB00029,Anistreplase,17,1,C,PF00053
DB00029,Anistreplase,17,2,C,PF02210
DB00029,Anistreplase,17,3,C,PF06008
DB00029,Anistreplase,17,4,C,PF06009
DB00029,Anistreplase,1,1,C,PF00021
DB00029,Anistreplase,2,1,C,PF00052
DB00029,Anistreplase,2,2,C,PF00053
DB00029,Anistreplase,2,3,C,PF00055
DB00029,Anistreplase,2,4,C,PF02210
DB00029,Anistreplase,2,5,C,PF06008
DB00029,Anistreplase,2,6,C,PF06009
DB00029,Anistreplase,3,1,C,PF00008
DB00029,Anistreplase,3,2,C,PF00089
DB00029,Anistreplase,3,3,C,PF00594
DB00029,Anistreplase,4,1,C,PF00147
DB00029,Anistreplase,5,1,C,PF00039
DB00029,Anistreplase,5,2,C,PF00040
DB00029,Anistreplase,5,3,C,PF00041
DB00029,Anistreplase,6,1,C,PF00079
DB00029,Anistreplase,7,1,C,PF00059
DB00029,Anistreplase,8,1,C,PF00038
DB00029,Anistreplase,9,1,C,PF00089
DB00005,Etanercept,10,1,B,PF00047
DB00005,Etanercept,11,1,B,PF00047
DB00005,Etanercept,12,1,B,PF00047
DB00005,Etanercept,13,1,B,PF00047
DB00005,Etanercept,14,1,B,PF00020
DB00005,Etanercept,1,1,B,PF00229
DB00005,Etanercept,2,1,B,PF00229
DB00005,Etanercept,3,1,B,PF00047
DB00005,Etanercept,4,1,B,PF00084
DB00005,Etanercept,4,2,B,PF00089
DB00005,Etanercept,4,3,B,PF00431
DB00005,Etanercept,4,4,B,PF07645
DB00005,Etanercept,5,1,B,PF00386
DB00005,Etanercept,5,2,B,PF01391
DB00005,Etanercept,6,1,B,PF00386
DB00005,Etanercept,6,2,B,PF01391
DB00005,Etanercept,7,1,B,PF00386
DB00005,Etanercept,7,2,B,PF01391
DB00005,Etanercept,8,1,B,PF00047
DB00005,Etanercept,9,1,B,PF00008
DB00005,Etanercept,9,2,B,PF00084
DB00005,Etanercept,9,3,B,PF00089
DB00005,Etanercept,9,4,B,PF00431
DB01228,Encainide,1,1,B,PF00520
DB01228,Encainide,1,2,B,PF00612
DB01228,Encainide,1,3,B,PF06512
DB01225,Enoxaparin,1,1,B,PF00079
DB01225,Enoxaparin,2,1,B,PF00051
DB01225,Enoxaparin,2,2,B,PF00089
DB01225,Enoxaparin,2,3,B,PF00594
DB01225,Enoxaparin,3,1,B,PF00008
DB01225,Enoxaparin,3,2,B,PF00089
DB01225,Enoxaparin,3,3,B,PF00594
DB01364,Ephedrine,1,1,C,PF00135
DB00163,Vitamin E,10,1,C,PF00149
DB00163,Vitamin E,11,1,C,PF00650
DB00163,Vitamin E,11,2,C,PF03765
DB00163,Vitamin E,1,1,C,PF00650
DB00163,Vitamin E,1,2,C,PF01105
DB00163,Vitamin E,1,3,C,PF03765
DB00163,Vitamin E,2,1,C,PF00650
DB00163,Vitamin E,2,2,C,PF01105
DB00163,Vitamin E,2,3,C,PF03765
DB00163,Vitamin E,3,1,C,PF00650
DB00163,Vitamin E,3,2,C,PF01105
DB00163,Vitamin E,3,3,C,PF03765
DB00163,Vitamin E,4,1,C,PF00104
DB00163,Vitamin E,4,2,C,PF00105
DB00163,Vitamin E,5,1,C,PF00069
DB00163,Vitamin E,5,2,C,PF00130
DB00163,Vitamin E,5,3,C,PF00168
DB00163,Vitamin E,5,4,C,PF00433
DB00163,Vitamin E,6,1,C,PF01477
DB00163,Vitamin E,7,1,C,PF00069
DB00163,Vitamin E,7,2,C,PF00130
DB00163,Vitamin E,7,3,C,PF00168
DB00163,Vitamin E,7,4,C,PF00433
DB00163,Vitamin E,8,1,C,PF00036
DB00163,Vitamin E,8,2,C,PF00130
DB00163,Vitamin E,8,3,C,PF00609
DB00163,Vitamin E,8,4,C,PF00781
DB00163,Vitamin E,9,1,C,PF00149
DB00338,Omeprazole,1,1,C,PF00122
DB00338,Omeprazole,1,2,C,PF00689
DB00338,Omeprazole,1,3,C,PF00690
DB00338,Omeprazole,1,4,C,PF00702
DB00709,Lamivudine,1,1,C,PF00075
DB00709,Lamivudine,1,2,C,PF00077
DB00709,Lamivudine,1,3,C,PF00078
DB00709,Lamivudine,1,4,C,PF00098
DB00709,Lamivudine,1,5,C,PF00540
DB00709,Lamivudine,1,6,C,PF00552
DB00709,Lamivudine,1,7,C,PF00607
DB00709,Lamivudine,1,8,C,PF00665
DB00709,Lamivudine,1,9,C,PF02022
DB00709,Lamivudine,1,10,C,PF06815
DB00709,Lamivudine,1,11,C,PF06817
DB00709,Lamivudine,3,1,C,PF00078
DB00709,Lamivudine,3,2,C,PF00242
DB00709,Lamivudine,3,3,C,PF00336
DB00016,Epoetin alfa,1,1,C,PF00041
DB00696,Ergotamine,1,1,X,PF00001
DB00696,Ergotamine,2,1,X,PF00001
DB00696,Ergotamine,3,1,X,PF00001
DB00696,Ergotamine,4,1,X,PF00001
DB00696,Ergotamine,5,1,X,PF00001
DB00696,Ergotamine,6,1,X,PF00001
DB00696,Ergotamine,7,1,X,PF00001
DB00696,Ergotamine,8,1,X,PF00209
DB00736,Esomeprazole,1,1,B,PF00122
DB00736,Esomeprazole,1,2,B,PF00689
DB00736,Esomeprazole,1,3,B,PF00690
DB00736,Esomeprazole,1,4,B,PF00702
DB00736,Esomeprazole,2,1,B,PF00122
DB00736,Esomeprazole,2,2,B,PF00689
DB00736,Esomeprazole,2,3,B,PF00690
DB00736,Esomeprazole,2,4,B,PF00702
DB00736,Esomeprazole,3,1,B,PF00122
DB00736,Esomeprazole,3,2,B,PF00689
DB00736,Esomeprazole,3,3,B,PF00690
DB00736,Esomeprazole,3,4,B,PF00702
DB00783,Estradiol,1,1,X,PF00104
DB00783,Estradiol,1,2,X,PF00105
DB00783,Estradiol,1,3,X,PF02159
DB00783,Estradiol,2,1,X,PF00104
DB00783,Estradiol,2,2,X,PF00105
DB00783,Estradiol,3,1,X,PF00054
DB00783,Estradiol,4,1,X,PF00104
DB00783,Estradiol,4,2,X,PF00105
DB00286,Conjugated Estrogens,1,1,X,PF00104
DB00286,Conjugated Estrogens,1,2,X,PF00105
DB00286,Conjugated Estrogens,1,3,X,PF02159
DB00898,Ethanol,1,1,D,PF02931
DB00898,Ethanol,1,2,D,PF02932
DB00898,Ethanol,2,1,D,PF00060
DB00898,Ethanol,3,1,D,PF02931
DB00898,Ethanol,3,2,D,PF02932
DB00898,Ethanol,4,1,D,PF02931
DB00898,Ethanol,4,2,D,PF02932
DB01031,Ethinamate,1,1,C,PF00194
DB01031,Ethinamate,2,1,C,PF00194
DB01143,Amifostine,1,1,C,PF01033
DB01143,Amifostine,1,2,C,PF01663
DB01143,Amifostine,2,1,C,PF00245
DB00330,Ethambutol,1,1,C,PF04602
DB00330,Ethambutol,2,1,C,PF04602
DB00330,Ethambutol,3,1,C,PF04602
DB00773,Etoposide,1,1,D,PF00204
DB00773,Etoposide,1,2,D,PF00521
DB00773,Etoposide,1,3,D,PF02518
DB00773,Etoposide,1,4,D,PF08070
DB00773,Etoposide,2,1,D,PF00069
DB00926,Etretinate,1,1,X,PF00104
DB00926,Etretinate,1,2,X,PF00105
DB00926,Etretinate,2,1,X,PF00104
DB00926,Etretinate,2,2,X,PF00105
DB00926,Etretinate,3,1,X,PF00104
DB00926,Etretinate,3,2,X,PF00105
DB00926,Etretinate,4,1,X,PF00104
DB00926,Etretinate,4,2,X,PF00105
DB00926,Etretinate,5,1,X,PF00104
DB00926,Etretinate,5,2,X,PF00105
DB00926,Etretinate,6,1,X,PF00104
DB00926,Etretinate,6,2,X,PF00105
DB00926,Etretinate,7,1,X,PF00104
DB00926,Etretinate,7,2,X,PF00105
DB00926,Etretinate,8,1,X,PF00061
DB00499,Flutamide,1,1,D,PF00104
DB00499,Flutamide,1,2,D,PF00105
DB00499,Flutamide,1,3,D,PF02166
DB00451,Levothyroxine,1,1,A,PF02423
DB00451,Levothyroxine,2,1,A,PF00576
DB00451,Levothyroxine,3,1,A,PF00104
DB00451,Levothyroxine,3,2,A,PF00105
DB00451,Levothyroxine,4,1,A,PF00079
DB00451,Levothyroxine,5,1,A,PF00273
DB00451,Levothyroxine,6,1,A,PF00104
DB00451,Levothyroxine,6,2,A,PF00105
DB00451,Levothyroxine,7,1,A,PF00576
DB00451,Levothyroxine,8,1,A,PF00576
DB00481,Raloxifene,1,1,X,PF00104
DB00481,Raloxifene,1,2,X,PF00105
DB00481,Raloxifene,1,3,X,PF02159
DB00481,Raloxifene,2,1,X,PF00104
DB00481,Raloxifene,2,2,X,PF00105
DB00185,Cevimeline,1,1,C,PF00001
DB00185,Cevimeline,2,1,C,PF00001
DB00426,Famciclovir,1,1,B,PF00136
DB00426,Famciclovir,1,2,B,PF03104
DB00426,Famciclovir,2,1,B,PF00136
DB00426,Famciclovir,2,2,B,PF03104
DB00539,Toremifene,1,1,D,PF00104
DB00539,Toremifene,1,2,D,PF00105
DB00539,Toremifene,1,3,D,PF02159
DB01006,Letrozole,1,1,D,PF00104
DB01006,Letrozole,1,2,D,PF00105
DB01006,Letrozole,1,3,D,PF02159
DB01006,Letrozole,2,1,D,PF00757
DB01006,Letrozole,2,2,D,PF01030
DB01006,Letrozole,2,3,D,PF02757
DB01006,Letrozole,2,4,D,PF07714
DB01006,Letrozole,3,1,D,PF00067
DB00639,Butoconazole,1,1,C,PF00067
DB00823,Ethynodiol Diacetate,1,1,D,PF00104
DB00823,Ethynodiol Diacetate,1,2,D,PF00105
DB00823,Ethynodiol Diacetate,1,3,D,PF02159
DB00823,Ethynodiol Diacetate,2,1,D,PF00104
DB00823,Ethynodiol Diacetate,2,2,D,PF00105
DB00823,Ethynodiol Diacetate,2,3,D,PF02161
DB01288,Fenoterol,1,1,B,PF00001
DB01195,Flecainide,1,1,C,PF00520
DB01195,Flecainide,1,2,C,PF00612
DB01195,Flecainide,1,3,C,PF06512
DB00924,Cyclobenzaprine,1,1,B,PF00001
DB01240,Epoprostenol,1,1,B,PF00001
DB01240,Epoprostenol,2,1,B,PF00008
DB01240,Epoprostenol,2,2,B,PF03098
DB01240,Epoprostenol,3,1,B,PF00001
DB00706,Tamsulosin,1,1,B,PF00001
DB00706,Tamsulosin,2,1,B,PF00001
DB00706,Tamsulosin,3,1,B,PF00001
DB00706,Tamsulosin,4,1,B,PF00061
DB00875,Flupenthixol,1,1,C,PF00001
DB00875,Flupenthixol,2,1,C,PF00001
DB00875,Flupenthixol,3,1,C,PF00001
DB00875,Flupenthixol,4,1,C,PF00005
DB00875,Flupenthixol,4,2,C,PF00664
DB00875,Flupenthixol,5,1,C,PF06387
DB00301,Flucloxacillin,1,1,B,PF00905
DB00301,Flucloxacillin,1,2,B,PF00912
DB01073,Fludarabine,1,1,D,PF00136
DB01073,Fludarabine,1,2,D,PF03104
DB01073,Fludarabine,2,1,D,PF00317
DB01073,Fludarabine,2,2,D,PF02867
DB01073,Fludarabine,2,3,D,PF03477
DB01073,Fludarabine,3,1,D,PF00452
DB01073,Fludarabine,3,2,D,PF02180
DB01073,Fludarabine,4,1,D,PF00017
DB01073,Fludarabine,4,2,D,PF01017
DB01073,Fludarabine,4,3,D,PF02864
DB01073,Fludarabine,4,4,D,PF02865
DB01073,Fludarabine,5,1,D,PF00962
DB00693,Fluorescein,1,1,B,PF07686
DB00693,Fluorescein,3,1,B,PF00061
DB01159,Halothane,10,1,C,PF00001
DB01159,Halothane,11,1,C,PF01007
DB01159,Halothane,12,1,C,PF01007
DB01159,Halothane,13,1,C,PF00631
DB01159,Halothane,14,1,C,PF00001
DB01159,Halothane,1,1,C,PF00060
DB01159,Halothane,1,2,C,PF01094
DB01159,Halothane,2,1,C,PF02931
DB01159,Halothane,2,2,C,PF02932
DB01159,Halothane,3,1,C,PF02931
DB01159,Halothane,3,2,C,PF02932
DB01159,Halothane,4,1,C,PF00520
DB01159,Halothane,4,2,C,PF03493
DB01159,Halothane,5,1,C,PF00122
DB01159,Halothane,5,2,C,PF00689
DB01159,Halothane,5,3,C,PF00690
DB01159,Halothane,5,4,C,PF00702
DB01159,Halothane,6,1,C,PF00146
DB01159,Halothane,7,1,C,PF02888
DB01159,Halothane,7,2,C,PF03530
DB01159,Halothane,7,3,C,PF07885
DB01159,Halothane,8,1,C,PF00401
DB01159,Halothane,8,2,C,PF02823
DB01159,Halothane,9,1,C,PF00273
DB00472,Fluoxetine,1,1,C,PF00209
DB00472,Fluoxetine,1,2,C,PF03491
DB00712,Flurbiprofen,1,1,B,PF00008
DB00712,Flurbiprofen,1,2,B,PF03098
DB00712,Flurbiprofen,2,1,B,PF00008
DB00712,Flurbiprofen,2,2,B,PF03098
DB00712,Flurbiprofen,3,1,B,PF00273
DB01095,Fluvastatin,1,1,X,PF00368
DB00438,Ceftazidime,1,1,B,PF00905
DB00438,Ceftazidime,1,2,B,PF00912
DB00529,Foscarnet,1,1,C,PF00136
DB00529,Foscarnet,1,2,C,PF03104
DB00529,Foscarnet,2,1,C,PF00136
DB00529,Foscarnet,2,2,C,PF03104
DB01112,Cefuroxime,1,1,B,PF00905
DB01112,Cefuroxime,1,2,B,PF00912
DB00322,Floxuridine,1,1,D,PF00303
DB00400,Griseofulvin,1,1,C,PF00091
DB00400,Griseofulvin,1,2,C,PF03953
DB00400,Griseofulvin,2,1,C,PF00091
DB00400,Griseofulvin,2,2,C,PF03953
DB00674,Galantamine,1,1,B,PF00135
DB00674,Galantamine,2,1,B,PF00135
DB00604,Cisapride,1,1,C,PF00001
DB00604,Cisapride,2,1,C,PF02931
DB00604,Cisapride,2,2,C,PF02932
DB00604,Cisapride,3,1,C,PF00027
DB00604,Cisapride,3,2,C,PF00520
DB00604,Cisapride,3,3,C,PF00989
DB00604,Cisapride,4,1,C,PF00001
DB00441,Gemcitabine,1,1,D,PF00317
DB00441,Gemcitabine,1,2,D,PF02867
DB00441,Gemcitabine,1,3,D,PF03477
DB00441,Gemcitabine,2,1,D,PF00406
DB00441,Gemcitabine,3,1,D,PF00303
DB00010,Sermorelin,1,1,C,PF00002
DB00010,Sermorelin,1,2,C,PF02793
DB00619,Imatinib,10,1,D,PF00005
DB00619,Imatinib,10,2,D,PF01061
DB00619,Imatinib,1,1,D,PF00047
DB00619,Imatinib,1,2,D,PF07714
DB00619,Imatinib,2,1,D,PF00017
DB00619,Imatinib,2,2,D,PF00018
DB00619,Imatinib,2,3,D,PF07714
DB00619,Imatinib,3,1,D,PF00047
DB00619,Imatinib,3,2,D,PF07714
DB00619,Imatinib,5,1,D,PF00560
DB00619,Imatinib,5,2,D,PF07714
DB00619,Imatinib,6,1,D,PF00047
DB00619,Imatinib,6,2,D,PF07686
DB00619,Imatinib,6,3,D,PF07714
DB00619,Imatinib,7,1,D,PF00005
DB00619,Imatinib,7,2,D,PF00664
DB00619,Imatinib,8,1,D,PF00047
DB00619,Imatinib,8,2,D,PF07679
DB00619,Imatinib,8,3,D,PF07714
DB00619,Imatinib,9,1,D,PF00754
DB00619,Imatinib,9,2,D,PF07714
DB01067,Glipizide,1,1,C,PF01007
DB00284,Acarbose,1,1,B,PF00088
DB00284,Acarbose,1,2,B,PF01055
DB00284,Acarbose,2,1,B,PF00088
DB00284,Acarbose,2,2,B,PF01055
DB00284,Acarbose,3,1,B,PF00088
DB00284,Acarbose,3,2,B,PF01055
DB00284,Acarbose,4,1,B,PF00128
DB00284,Acarbose,4,2,B,PF02806
DB04077,Glycerol,10,1,C,PF02065
DB04077,Glycerol,11,1,C,PF00034
DB04077,Glycerol,12,1,C,PF00210
DB04077,Glycerol,13,1,C,PF00069
DB04077,Glycerol,13,2,C,PF08917
DB04077,Glycerol,14,1,C,PF00764
DB04077,Glycerol,15,1,C,PF00113
DB04077,Glycerol,15,2,C,PF03952
DB04077,Glycerol,16,1,C,PF00025
DB04077,Glycerol,17,1,C,PF00529
DB04077,Glycerol,18,1,C,PF01583
DB04077,Glycerol,19,1,C,PF00815
DB04077,Glycerol,1,1,C,PF00043
DB04077,Glycerol,1,2,C,PF02798
DB04077,Glycerol,20,1,C,PF01119
DB04077,Glycerol,20,2,C,PF02518
DB04077,Glycerol,20,3,C,PF08676
DB04077,Glycerol,21,1,C,PF00230
DB04077,Glycerol,22,1,C,PF00293
DB04077,Glycerol,23,1,C,PF00268
DB04077,Glycerol,24,1,C,PF00633
DB04077,Glycerol,24,2,C,PF00730
DB04077,Glycerol,25,1,C,PF00145
DB04077,Glycerol,2,1,C,PF00404
DB04077,Glycerol,2,2,C,PF00759
DB04077,Glycerol,2,3,C,PF00942
DB04077,Glycerol,3,1,C,PF00043
DB04077,Glycerol,3,2,C,PF02798
DB04077,Glycerol,4,1,C,PF00068
DB04077,Glycerol,5,1,C,PF01658
DB04077,Glycerol,5,2,C,PF07994
DB04077,Glycerol,6,1,C,PF00072
DB04077,Glycerol,6,2,C,PF00158
DB04077,Glycerol,6,3,C,PF02954
DB04077,Glycerol,7,1,C,PF00107
DB04077,Glycerol,7,2,C,PF08240
DB04077,Glycerol,8,1,C,PF00520
DB04077,Glycerol,8,2,C,PF01365
DB04077,Glycerol,8,3,C,PF02815
DB04077,Glycerol,8,4,C,PF08454
DB04077,Glycerol,8,5,C,PF08709
DB04077,Glycerol,9,1,C,PF00061
DB00889,Granisetron,1,1,B,PF02931
DB00889,Granisetron,1,2,B,PF02932
DB00889,Granisetron,2,1,B,PF00001
DB01022,Phytonadione,1,1,C,PF05090
DB01022,Phytonadione,2,1,C,PF00594
DB00350,Minoxidil,1,1,C,PF01007
DB00350,Minoxidil,2,1,C,PF00008
DB00350,Minoxidil,2,2,C,PF03098
DB00350,Minoxidil,3,1,C,PF03171
DB00897,Triazolam,1,1,X,PF03073
DB01452,Heroin,1,1,B,PF00001
DB00249,Idoxuridine,1,1,C,PF00136
DB00249,Idoxuridine,1,2,C,PF03104
DB00342,Terfenadine,1,1,C,PF00001
DB00342,Terfenadine,2,1,C,PF00027
DB00342,Terfenadine,2,2,C,PF00520
DB00342,Terfenadine,2,3,C,PF00989
DB01620,Pheniramine,1,1,C,PF00001
DB01181,Ifosfamide,1,1,D,PF00145
DB01181,Ifosfamide,1,2,D,PF01426
DB01181,Ifosfamide,1,3,D,PF02008
DB01181,Ifosfamide,1,4,D,PF06464
DB00956,Hydrocodone,1,1,C,PF00001
DB00956,Hydrocodone,2,1,C,PF00001
DB00956,Hydrocodone,3,1,C,PF00001
DB00999,Hydrochlorothiazide,1,1,B,PF00324
DB00999,Hydrochlorothiazide,1,2,B,PF08403
DB00999,Hydrochlorothiazide,2,1,B,PF00194
DB00999,Hydrochlorothiazide,3,1,B,PF00194
DB00999,Hydrochlorothiazide,4,1,B,PF00194
DB00999,Hydrochlorothiazide,5,1,B,PF00520
DB00999,Hydrochlorothiazide,5,2,B,PF03493
DB01119,Diazoxide,1,1,C,PF00324
DB01119,Diazoxide,1,2,C,PF08403
DB01119,Diazoxide,2,1,C,PF00194
DB01119,Diazoxide,3,1,C,PF00194
DB01119,Diazoxide,4,1,C,PF00194
DB01119,Diazoxide,5,1,C,PF00520
DB01119,Diazoxide,5,2,C,PF03493
DB01119,Diazoxide,6,1,C,PF00122
DB01119,Diazoxide,6,2,C,PF00689
DB01119,Diazoxide,6,3,C,PF00690
DB01119,Diazoxide,6,4,C,PF00702
DB01119,Diazoxide,7,1,C,PF01007
DB01162,Terazosin,1,1,C,PF00001
DB01162,Terazosin,2,1,C,PF00001
DB01162,Terazosin,3,1,C,PF00001
DB01177,Idarubicin,1,1,D,PF00204
DB01177,Idarubicin,1,2,D,PF00521
DB01177,Idarubicin,1,3,D,PF02518
DB01177,Idarubicin,1,4,D,PF08070
DB00993,Azathioprine,10,1,D,PF00962
DB00993,Azathioprine,11,1,D,PF00156
DB00993,Azathioprine,12,1,D,PF00156
DB00993,Azathioprine,12,2,D,PF00310
DB00993,Azathioprine,1,1,D,PF00478
DB00993,Azathioprine,1,2,D,PF00571
DB00993,Azathioprine,2,1,D,PF00478
DB00993,Azathioprine,2,2,D,PF00571
DB00993,Azathioprine,3,1,D,PF00117
DB00993,Azathioprine,3,2,D,PF00958
DB00993,Azathioprine,3,3,D,PF06508
DB00993,Azathioprine,4,1,D,PF00478
DB00993,Azathioprine,5,1,D,PF00478
DB00993,Azathioprine,6,1,D,PF00206
DB00993,Azathioprine,8,1,D,PF00962
DB00993,Azathioprine,9,1,D,PF00962
DB01340,Cilazapril,1,1,D,PF00079
DB00041,Aldesleukin,2,1,C,PF00084
DB01064,Isoproterenol,1,1,C,PF00001
DB01064,Isoproterenol,2,1,C,PF00001
DB01064,Isoproterenol,3,1,C,PF00069
DB01064,Isoproterenol,4,1,C,PF00017
DB01064,Isoproterenol,4,2,C,PF00018
DB01064,Isoproterenol,4,3,C,PF00620
DB00086,Streptokinase,1,1,C,PF00021
DB00086,Streptokinase,2,1,C,PF00024
DB00086,Streptokinase,2,2,C,PF00051
DB00086,Streptokinase,2,3,C,PF00089
DB00086,Streptokinase,3,1,C,PF00079
DB00086,Streptokinase,4,1,C,PF00001
DB01172,Kanamycin,1,1,D,PF00164
DB00387,Procyclidine,1,1,C,PF00001
DB00387,Procyclidine,2,1,C,PF00001
DB00387,Procyclidine,3,1,C,PF00001
DB01221,Ketamine,1,1,B,PF00060
DB01221,Ketamine,2,1,B,PF00001
DB00920,Ketotifen,1,1,C,PF00233
DB00920,Ketotifen,2,1,C,PF00001
DB00920,Ketotifen,3,1,C,PF00233
DB00465,Ketorolac,1,1,C,PF00008
DB00465,Ketorolac,1,2,C,PF03098
DB00465,Ketorolac,2,1,C,PF00008
DB00465,Ketorolac,2,2,C,PF03098
DB00026,Anakinra,1,1,B,PF00047
DB00026,Anakinra,1,2,B,PF01582
DB00026,Anakinra,2,1,B,PF00047
DB00026,Anakinra,3,1,B,PF00340
DB00026,Anakinra,3,2,B,PF02394
DB00475,Chlordiazepoxide,1,1,D,PF02931
DB00475,Chlordiazepoxide,1,2,D,PF02932
DB00598,Labetalol,1,1,C,PF00001
DB00598,Labetalol,2,1,C,PF00001
DB00598,Labetalol,3,1,C,PF00001
DB00598,Labetalol,4,1,C,PF00001
DB00845,Clofazimine,1,1,C,PF03486
DB00448,Lansoprazole,1,1,B,PF00122
DB00448,Lansoprazole,1,2,B,PF00689
DB00448,Lansoprazole,1,3,B,PF00690
DB00448,Lansoprazole,1,4,B,PF00702
DB00352,Thioguanine,1,1,D,PF00156
DB00352,Thioguanine,3,1,D,PF00478
DB00352,Thioguanine,3,2,D,PF00571
DB00352,Thioguanine,4,1,D,PF00156
DB00352,Thioguanine,4,2,D,PF00310
DB00358,Mefloquine,1,1,C,PF00042
DB00277,Theophylline,1,1,C,PF00233
DB00277,Theophylline,2,1,C,PF00233
DB00277,Theophylline,3,1,C,PF00001
DB00277,Theophylline,4,1,C,PF00233
DB00277,Theophylline,5,1,C,PF00233
DB00277,Theophylline,5,2,C,PF01590
DB00277,Theophylline,6,1,C,PF00001
DB00277,Theophylline,7,1,C,PF00001
DB00620,Triamcinolone,1,1,C,PF00079
DB00620,Triamcinolone,2,1,C,PF00191
DB01106,Levocabastine,1,1,C,PF00001
DB01106,Levocabastine,2,1,C,PF00001
DB01627,Lincomycin,1,1,C,PF00466
DB01039,Fenofibrate,1,1,C,PF00104
DB01039,Fenofibrate,1,2,C,PF00105
DB01039,Fenofibrate,2,1,C,PF00413
DB00123,L-Lysine,1,1,C,PF00324
DB00123,L-Lysine,2,1,C,PF00324
DB00123,L-Lysine,3,1,C,PF00324
DB00123,L-Lysine,4,1,C,PF00324
DB00123,L-Lysine,5,1,C,PF00152
DB00123,L-Lysine,5,2,C,PF01336
DB00749,Etodolac,1,1,C,PF00008
DB00749,Etodolac,1,2,C,PF03098
DB00749,Etodolac,2,1,C,PF00008
DB00749,Etodolac,2,2,C,PF03098
DB00749,Etodolac,3,1,C,PF00273
DB00978,Lomefloxacin,1,1,C,PF00521
DB00978,Lomefloxacin,1,2,C,PF03989
DB00978,Lomefloxacin,2,1,C,PF00521
DB00978,Lomefloxacin,2,2,C,PF03989
DB00978,Lomefloxacin,3,1,C,PF00204
DB00978,Lomefloxacin,3,2,C,PF00521
DB00978,Lomefloxacin,3,3,C,PF02518
DB00978,Lomefloxacin,3,4,C,PF08070
DB00447,Loracarbef,1,1,B,PF00905
DB00447,Loracarbef,1,2,B,PF00912
DB00641,Simvastatin,10,1,X,PF00489
DB00641,Simvastatin,11,1,X,PF03921
DB00641,Simvastatin,12,1,X,PF00045
DB00641,Simvastatin,12,2,X,PF00413
DB00641,Simvastatin,12,3,X,PF01471
DB00641,Simvastatin,13,1,X,PF00048
DB00641,Simvastatin,14,1,X,PF00019
DB00641,Simvastatin,14,2,X,PF00688
DB00641,Simvastatin,15,1,X,PF00048
DB00641,Simvastatin,16,1,X,PF00040
DB00641,Simvastatin,16,2,X,PF00045
DB00641,Simvastatin,16,3,X,PF00413
DB00641,Simvastatin,16,4,X,PF01471
DB00641,Simvastatin,16,5,X,PF04886
DB00641,Simvastatin,17,1,X,PF00341
DB00641,Simvastatin,18,1,X,PF00020
DB00641,Simvastatin,19,1,X,PF00069
DB00641,Simvastatin,1,1,X,PF00368
DB00641,Simvastatin,20,1,X,PF00656
DB00641,Simvastatin,21,1,X,PF00071
DB00641,Simvastatin,22,1,X,PF00071
DB00641,Simvastatin,23,1,X,PF00229
DB00641,Simvastatin,24,1,X,PF00104
DB00641,Simvastatin,24,2,X,PF00105
DB00641,Simvastatin,25,1,X,PF01391
DB00641,Simvastatin,2,1,X,PF00969
DB00641,Simvastatin,3,1,X,PF00051
DB00641,Simvastatin,3,2,X,PF00089
DB00641,Simvastatin,3,3,X,PF00594
DB00641,Simvastatin,4,1,X,PF00079
DB00641,Simvastatin,5,1,X,PF00229
DB00641,Simvastatin,6,1,X,PF00714
DB00641,Simvastatin,7,1,X,PF00362
DB00641,Simvastatin,7,2,X,PF07965
DB00641,Simvastatin,7,3,X,PF07974
DB00641,Simvastatin,7,4,X,PF08725
DB00641,Simvastatin,8,1,X,PF00079
